fy_rec'd,epa_file_#,summary_status,_merge,named_entity,clean_date_received,recent_status_date,time_difference,detailed_status,primary_status_map,simplified_status,compare_statuses,reason_for_rejection_if_applicable,presidential_administration,environmental_justice_issue_cited,city,state,zip_code,community_impacted,referred_agency,is_unique,filed_by_a_lawyer,group_filing,filed_on_behalf_of,epa_initiated_compliance_review,complaint_about_environmental_justice_matter,notes_on_ej_categorization,more_than_one_complaint,total_related_complaints,related_complaint_numbers,complaint_link,notes,additional_notes,disc_basis_1,disc_basis_2,related_documents,origin,final_adjudication_&_reason,disc_basis_3,disc_basis_4,disc_basis_5
fy16,33ta-16-r3,,both,de dept. of nat. res. and envir. control,2016-06-03,2023-06-13,2566.0,technical assistance to recipient,technical assistance,N/A; technical assistance,False,,,N/A: Agency was asking the EPA to review its draft Title VI plan,,DE,,,,,,DE Dept. of Nat. Res. and Envir. Control,,No,No,"A request for assistance, not a complaint",,1.0,,https://www.epa.gov/system/files/documents/2022-09/33TA-16-R3%20DDNREC%20TA%20Initiation%20E-mail.pdf,"""We have prepared a Draft Title VI Plan for the Delaware Department of Natural Resources and Environmental Control. As we discussed in our last conversation in February 2016, upon finishing the draft I would forward itto you at EPA for your feedback and guidance. l appreciate all your assistance in preparing this draft document and I believe we have included all your recommendations to this point.""",,,,33ta-16-r3 ddnrec ta initiation e-mail (pdf) (16.38 kb),epa,,,,
fy16,31r-16-r4,closed,both,"st. john’s county, fl",2016-05-17,2018-03-01,653.0,rejected and closed 3/1/2018: investigation unwarranted- insufficiently grounded in fact,rejected,rejected,True,insufficiently grounded in fact,Trump,Appears to have been directed at DOJ; complaint is about reduction in affordable housing,St. Johns County,FL,not disclosed,Black residents,,yes,No,Redacted individual,,No,No,About affordable housing,,1.0,,https://www.epa.gov/system/files/documents/2022-08/31R-16-R4%202016.05.17%20Complaint.pdf,Additional: https://www.epa.gov/system/files/documents/2022-08/31R-16-R4%202016.05.19%20Complaint.pdf,,race, retaliation,31r-16-r4 2016 05 17 complaint (pdf) (206.85 kb) 31r-16-r4 2016 05 19 complaint (pdf) (303.15 kb),epa,,,,
fy16,28r-16-r3,closed,both,md public service comm.,2016-05-11,2019-01-30,994.0,resolved through epa/dot joint informal resolution agreement: 1/30/2019; monitoring conducted by dot,resolved,resolved: epa/dot joint informal resolution agreement,False,,Trump,Crossfiled to DOT and EPA: Approval of a gas-fired power plant would increase pollution in an already overburdened Black community,Brandywine,MD,20613,Predominantly Black community,,no,Yes,Earthjustice,"Brandywine | TB, Southern Region Neighborhood Coalition; Patuxent Riverkeeper",No,Yes,,Yes,3.0,"28r-16-r3, 29r-16-r3, 30r-16-r3",https://www.epa.gov/system/files/documents/2022-08/28R-16-R3%20Complaint%20%28NR%29.pdf,Non-redacted version linked from this press release: https://earthjustice.org/press/2016/maryland-faces-civil-rights-complaint-after-approving-gas-plant-in-black-community,,race,,28r-16-r3 complaint (pdf) (1.66 mb),epa,,,,
fy16,29r-16-r3,closed,both,md dept. of envir. (brandywine),2016-05-11,2020-12-15,1679.0,resolved through epa/dot joint informal resolution agreement: 1/30/2019; monitoring completed and case closed 12/15/2020,resolved,resolved: epa/dot joint informal resolution agreement,False,,Trump,Crossfiled to DOT and EPA: Approval of a gas-fired power plant would increase pollution in an already overburdened Black community,Brandywine,MD,20613,Predominantly Black community,,yes,Yes,Earthjustice,"Brandywine | TB, Southern Region Neighborhood Coalition; Patuxent Riverkeeper",No,Yes,,Yes,3.0,"28r-16-r3, 29r-16-r3, 30r-16-r3",https://www.epa.gov/system/files/documents/2022-08/29R-16-R3%20Complaint%20%28NR%29.pdf,Non-redacted version linked from this press release: https://earthjustice.org/press/2016/maryland-faces-civil-rights-complaint-after-approving-gas-plant-in-black-community,,race,,29r-16-r3 complaint (pdf) (1.66 mb),epa,,,,
fy16,30r-16-r3,closed,both,md dept. of nat. res.,2016-05-11,2020-02-06,1366.0,resolved through epa/dot joint informal resolution agreement: 1/30/2019; monitoring completed and case closed 2/6/2020,resolved,resolved: epa/dot joint informal resolution agreement,False,,Trump,Crossfiled to DOT and EPA: Approval of a gas-fired power plant would increase pollution in an already overburdened Black community,Brandywine,MD,20613,Predominantly Black community,,no,Yes,Earthjustice,"Brandywine | TB, Southern Region Neighborhood Coalition; Patuxent Riverkeeper",No,Yes,,Yes,3.0,"28r-16-r3, 29r-16-r3, 30r-16-r3",https://www.epa.gov/system/files/documents/2022-08/30R-16-R3%20Complaint%20%28NR%29.pdf,Non-redacted version linked from this press release: https://earthjustice.org/press/2016/maryland-faces-civil-rights-complaint-after-approving-gas-plant-in-black-community,,race,,30r-16-r3 complaint (pdf) (1.66 mb),epa,,,,
fy16,27r-16-r6,resolved/in monitoring,both,arkansas deq,2016-04-26,2021-01-08,1718.0,resolved through informal resolution agreement: 1/8/2021; in monitoring,resolved,resolved: informal resolution agreement,False,,Trump,"Agency re-upped a permit allowing Georgia-Pacific to discharge untreated wastewater into a creek flowing through a majority-Black community, harming their health, despite years of requests to intervene",Crossett,AR,71635,Predominantly Black community,,yes,Yes,Tulane Environmental Law Clinic,Ouachita Riverkeeper; Lousiana Environmental Action Network,No,Yes,,,1.0,,https://www.epa.gov/system/files/documents/2022-08/27R-16-R6%20Complaint%20and%20Exhibits%20%28NR%29.pdf,,https://www.newsweek.com/crossett-arkansas-georgia-pacific-factory-pollution-446954,race,,27r-16-r6 complaint and exhibits (pdf) (4.17 mb),epa,,,,
fy16,26r-16-r6,closed,both,"city of dallas, tx",2016-04-25,2018-09-19,877.0,rejected 9/19/2018: investigation unwarranted- insufficiently grounded in fact,rejected,rejected,True,insufficiently grounded in fact,Trump,"Dallas subsidized and facilitated the relocation of the Argos concrete batch plant to a Superfund site in a majority Latino and Black neighborhood. ""The relocation site is less than 500 feet from a public middle school and within a mile of a 196 unit public housing property and private residences.""",Dallas,TX,not disclosed,Predominantly Latino and Black community,,yes,Yes,Legal Aid of NorthWest Texas,Redacted individuals,No,Yes,,,1.0,,https://www.epa.gov/system/files/documents/2022-08/26R-16-R6%20Complaint%20Redacted.pdf,Cover letter: https://www.epa.gov/system/files/documents/2022-08/26R-16-R6%20Complaint%20Cover%20Email%20%28NR%29.pdf,,race,,26r-16-r6 complaint cover email (pdf) (33.75 kb) 26r-16-r6 complaint (pdf) (321.96 kb),epa,,,,
fy16,25ta-16-r2,,both,new york dept. of envir. cons.,2016-04-22,2023-06-13,2608.0,technical assistance to recipient,technical assistance,N/A; technical assistance,False,,,"EPA is following up with technical assistance about following federal nondiscrimination law after closing a complaint relating to this state agency. The complaint was filed by a congressman -- in 1998 -- on behalf of his South Bronx constituents. EPA closed it with no finding of discrimination in 2016. But during that review, it ""identified potential concerns"" regarding the state agency's compliance with certain requirements. EPA wanted to set a timeline with the state agency for addressing those deficiencies.",,NY,,,,,,EPA,,Sort of (EPA followed up with technical assistance on complying with federal law after closing a complaint),N/A (EPA follow-up after a complaint),,,1.0,,https://www.epa.gov/system/files/documents/2022-08/2016.04.22%20Seggos%20-Techincal%20AssistanceLetter%20to%20NYSDEC%20%20EPA%20FILE%20NO.%2025TA-16-R2.pdf,,,,,25ta-16-r2 technical assistance initiation ltr (pdf) (570.29 kb),epa,,,,
fy16,24r-16-r5,closed,both,"u.s. epa, region 5",2016-04-18,2016-06-06,49.0,"rejected 6/6/2016: lack of recipient status, further action referred to epa region 5",rejected,rejected and referred: within EPA,False,Lack of jurisdiction,Obama,"EPA's handling of cleanup at a RCRA corrective-action site ""adjacent to and upwind of a residential district populated almost entirely by African Americans"" has been deficient and discriminatory (for instance, by declining to test for contamination spreading offsite despite doing so at another site owned by the same company)",Carbondale,IL,62902,Black community,,yes,No,Concerned Citizens of Carbondale,,No,Yes,,,1.0,,https://www.epa.gov/system/files/documents/2022-08/24R-16-R5%20Complaint%20Redacted.pdf,,,race,,24r-16-r5 complaint (pdf) (193.32 kb),epa,,,,
fy16,22r-16-r4,closed,both,florida dept. of envir. protection,2016-03-19,2018-03-01,712.0,rejected 3/1/2018: investigation unwarranted- insufficiently grounded in fact,rejected,rejected,True,insufficiently grounded in fact,Trump,"Leaking septic tanks are a threat to health and safety in West St. Augustine, ""a long-neglected low-income African American neighborhood""; complainant wants an investigation into the then-governor's chief of staff for recommending the governor's line item veto of a $200,000 legislative matching grant for engineering work for sewer service there. (Complaint was either forwarded or referred; it was earlier made to a Florida agency.)",St. Augustine,FL,not disclosed,Predominantly Black community,,yes,No,Redacted individual,,No,Yes,,,1.0,,https://www.epa.gov/system/files/documents/2022-08/22R-16-R4%20Complaint%202016-03-19.pdf,"Additional document: https://www.epa.gov/system/files/documents/2022-08/22R-16-R4%20Complaint%202016-03-22.pdf

There's a complaint about the veto at a public meeting here: https://www.staugbch.com/sites/default/files/fileattachments/city_commission/meeting/packets/33301/06-01.pdf",,race,,22r-16-r4 complaint 2016-03-19 (pdf) (521.29 kb) 22r-16-r4 complaint 2016-03-22 (pdf) (1.18 mb) 22r-16-r4 complaint 2016-03-22 attachment (pdf) (855.93 kb),epa,,,,
fy16,21x-16-r3,closed,both,not provided by complainant,2016-03-17,2017-06-07,447.0,"rejected 6/7/2017: insufficient information to determine jurisdiction, provided contact information of prince george’s county, md re: noise ordinance",rejected,rejected,True,insufficient information to determine jurisdiction,Trump,Low frequency hum is disrupting sleep for the complainant and neighbors; they suspect malfunctioning equipment after cable installation under a nearby road,Beltsville,MD,20705,Not disclosed,,yes,No,Redacted individual,,No,No,"Noise complaint, no protected class mentioned",,1.0,,https://www.epa.gov/system/files/documents/2022-08/21X-16-R3%20Complaint%20Redacted.pdf,Additional document: https://www.epa.gov/system/files/documents/2022-08/21X-16-R3%20Complaint%20Refile%20Redacted.pdf,,,,21x-16-r3 complaint (pdf) (161.18 kb) 21x-16-r3 complaint refile (pdf) (210.53 kb),epa,,,,
fy16,16u-16-r9,closed,both,"sacramento air quality mgmt. district, ca",2016-03-08,2023-06-13,2653.0,"rejected 8/29/2017: lack of timeliness, lack of discriminatory act/basis",rejected,rejected,True,"untimely, lack of discriminatory act/basis",Trump,Unclear details; appears to be a complaint about a notice of violation issued by the agency to the complainant,not disclosed,CA,not disclosed,not disclosed,,yes,No,Redacted individual,,No,No,Seems to be about a notice of violation issued by the agency to the complainant,,1.0,,https://www.epa.gov/system/files/documents/2022-08/16U-16-R9%20Complaint%20Redacted.pdf,,,,,16u-16-r9 complaint (pdf) (148.95 kb),epa,,,,
fy16,17rd-16-r5,closed,both,michigan dept. of envir. quality,2016-03-08,2021-01-05,1764.0,resolved through informal resolution agreement: 12/4/2019; monitoring completed and case closed 1/5/2021,resolved,resolved: informal resolution agreement,False,,Trump,Flint water crisis,Flint,MI,multiple,Predominantly Black community,,yes,No,Redacted individual,,No,Yes,,Yes,3.0,"17rd-16-r5, 18rd-16-r5, 19rd-16-r5","https://www.epa.gov/system/files/documents/2022-08/17RD-16-R5%202015-01-22%20Complaint%20Redacted.pdf
https://www.epa.gov/system/files/documents/2022-08/17RD-16-R5%202015-01-30%20Complaint%20Redacted.pdf
epa.gov/system/files/documents/2022-08/17RD-16-R5%202015-02-25%20Complaint%20Redacted.pdf",,,disability,,17rd-16-r5 2015-01-22 complaint (pdf) (10.29 kb) 17rd-16-r5 2015-01-24 complaint (pdf) (11.7 kb) 17rd-16-r5 2015-01-30 complaint (pdf) (11.58 kb) 17rd-16-r5 2015-02-25 complaint (pdf) (98.57 kb) 17rd-16-r5 2015-02-25 complaint attach - city notification (pdf) (315.87 kb) 17rd-16-r5 2015-02-25 complaint attach - deq nov (pdf) (154.94 kb),epa,,,,
fy16,18rd-16-r5,resolved/in monitoring,both,"genesee county, mi",2016-03-08,2019-12-19,1381.0,resolved through informal resolution agreement: 12/19/2019; in monitoring,resolved,resolved: informal resolution agreement,False,,Trump,Flint water crisis,Flint,MI,multiple,Predominantly Black community,,no,No,Redacted individual,,No,Yes,,Yes,3.0,"17rd-16-r5, 18rd-16-r5, 19rd-16-r5",https://www.epa.gov/system/files/documents/2022-08/18RD-16-R5%202015-01-22%20Complaint%20Redacted.pdf,,,disability,,18rd-16-r5 2015-01-22 complaint (pdf) (10.29 kb) 18rd-16-r5 2015-01-24 complaint (pdf) (11.7 kb) 18rd-16-r5 2015-01-30 complaint (pdf) (11.58 kb) 18rd-16-r5 2015-02-25 complaint (pdf) (98.57 kb) 18rd-16-r5 2015-02-25 complaint attach - city notification (pdf) (315.87 kb) 18rd-16-r5 2015-02-25 complaint attach - deq nov (pdf) (154.94 kb),epa,,,,
fy16,19rd-16-r5,resolved/in monitoring,both,"city of flint, mi",2016-03-08,2020-03-04,1457.0,resolved through informal resolution agreement: 3/4/2020; in monitoring,resolved,resolved: informal resolution agreement,False,,Trump,Flint water crisis,Flint,MI,multiple,Predominantly Black community,,no,No,Redacted individual,,No,Yes,,Yes,3.0,"17rd-16-r5, 18rd-16-r5, 19rd-16-r5",https://www.epa.gov/system/files/documents/2022-08/19RD-16-R5%202015-01-22%20Complaint%20Redacted.pdf,,,disability,,19rd-16-r5 2015-01-22 complaint (pdf) (10.29 kb) 19rd-16-r5 2015-01-24 complaint (pdf) (11.7 kb) 19rd-16-r5 2015-01-30 complaint (pdf) (11.58 kb) 19rd-16-r5 2015-02-25 complaint (pdf) (98.57 kb) 19rd-16-r5 2015-02-25 complaint attach - city notification (pdf) (315.87 kb) 19rd-16-r5 2015-02-25 complaint attach - deq nov (pdf) (154.94 kb),epa,,,,
fy16,15r-16-r4,closed,both,"dekalb county, ga",2016-03-04,2017-09-01,546.0,rejected 9/1/2017: lack of discriminatory act,rejected,rejected,True,lack of discriminatory act,Trump,Referred by DOJ: Complainant says county is discriminating against Black- and women-owned businesses in its handling of its local small business enterprise program. (Possibly the DOJ referred it because the complainant's business is or has done sewer-related work; there's no discussion of environmental justice issues.),multiple,GA,multiple,Black- and women-owned businesses,,yes,No,Redacted individual,,No,No,"Complaint is about contracting, not environmental justice",,1.0,,https://www.epa.gov/system/files/documents/2022-08/15R-16-R4%20Complaint%20Redacted_0.pdf,Additional document: https://www.epa.gov/system/files/documents/2022-08/15R-16-R4%20DOJ%20Complaint%20and%20EPA%20Referral%20Redacted.pdf,,race,,15r-16-r4 complaint (pdf) (524.81 kb) 15r-16-r4 doj complaint and epa referral (pdf) (2.29 mb),epa,,,,
